"state_name","county_fips","county_name","val_acc_vacc","val_wearing_mask","votes_gop","votes_dem","total_votes","per_gop","per_dem","population","income"
"Arizona","4013","Maricopa County","70.3125923","92.1158285","995665","1040774","2069475","0.481119608","0.502916923","4485414","68634"
"California","6039","Madera County","68.832176","92.9932436","29378","23168","53722","0.546852314","0.431257213","157327","61105"
"California","6041","Marin County","84.4112661","96.8689542","24612","128288","155801","0.157970745","0.823409349","258826","112069"
"California","6065","Riverside County","74.8757727","96.1687953","448702","527945","996156","0.450433466","0.529982252","2470546","72905"
"Colorado","8069","Larimer County","80.5756323","95.4248703","91489","126120","224338","0.407817668","0.562187414","356899","75332"
"Delaware","10001","Kent County","65.6221616","96.5662101","41009","44552","87025","0.471232404","0.511944843","180786","58804"
"Florida","12117","Seminole County","71.2766484","90.5597784","125241","132528","260815","0.48019094","0.508130284","471826","69954"
"Georgia","13115","Floyd County","68.6689674","88.2842158","28906","11917","41341","0.699209018","0.288261048","98498","50520"
"Illinois","17143","Peoria County","61.6361185","92.3582153","38252","43578","83973","0.455527372","0.51895252","179179","57717"
"Indiana","18105","Monroe County","86.3280392","92.7669152","22071","39861","63151","0.349495653","0.631201406","148431","53113"
"Louisiana","22055","Lafayette Parish","61.9364535","83.4054625","72519","39685","114521","0.633237572","0.346530331","244390","60053"
"Maine","23019","Penobscot County","77.1106672","94.6388746","44825","37713","85269","0.525689289","0.442282658","152148","50702"
"Maryland","24015","Cecil County","63.9970691","99.5327103","29439","16809","47462","0.620264633","0.35415701","102855","75307"
"Massachusetts","25021","Norfolk County","86.1722747","97.212717","125294","273312","407751","0.307280669","0.670291428","706775","106851"
"Michigan","26049","Genesee County","64.7255497","95.6668358","98714","119390","221360","0.44594326","0.539347669","405813","50554"
"Michigan","26075","Jackson County","69.8973356","85.7834275","47372","31995","80861","0.585844845","0.395679005","158510","56001"
"Missouri","29043","Christian County","64.0486553","84.2679269","34920","11131","46839","0.745532569","0.237643844","88595","63400"
"Missouri","29183","St. Charles County","73.6964279","93.7926905","128389","89530","222017","0.578284546","0.403257408","402022","89236"
"New Jersey","34035","Somerset County","80.1822668","94.8784015","71996","111173","186891","0.385229893","0.594854755","328934","112722"
"New York","36011","Cayuga County","67.8910749","94.5418599","19512","16149","36421","0.535734878","0.44339804","76576","58055"
"New York","36055","Monroe County","79.4567749","96.0231079","145661","225746","380983","0.382329395","0.592535625","741770","62159"
"New York","36081","Queens County","75.1158549","97.1771528","212665","569038","787860","0.269927398","0.722257762","2253858","72975"
"North Carolina","37031","Carteret County","69.4145994","83.4055703","30028","12093","42695","0.703314205","0.283241597","69473","60058"
"North Carolina","37151","Randolph County","52.6284144","88.0507782","56894","15618","73316","0.776010693","0.213023078","143667","50129"
"Ohio","39035","Cuyahoga County","72.1022563","93.7698781","202699","416176","625670","0.323971103","0.665168539","1235072","52503"
"Pennsylvania","42077","Lehigh County","70.6774518","91.7119632","84259","98288","184713","0.456161721","0.532111979","369318","65436"
"Texas","48251","Johnson County","59.2881917","89.0520433","54628","16464","72005","0.758669537","0.228650788","175817","66538"
"Virginia","51161","Roanoke County","75.5980959","93.2410755","34268","21801","57184","0.599258534","0.381243005","94186","71742"
"West Virginia","54039","Kanawha County","80.3458996","88.7218421","46398","34344","82244","0.564150576","0.417586693","178124","48334"
"Arkansas","5119","Pulaski County","72.5128129","96.0052133","63687","101947","169956","0.3747264","0.599843489","391911","52684"
"California","6037","Los Angeles County","76.9623394","95.9123825","1145530","3028885","4263443","0.268686599","0.710431686","10039107","72721"
"Colorado","8005","Arapahoe County","81.4987163","94.3341025","127323","213607","350183","0.363589894","0.609986778","656590","82364"
"Connecticut","9003","Hartford County","74.7161382","96.5197022","159024","283368","449336","0.353908879","0.630637207","891720","75336"
"Florida","12061","Indian River County","67.4202752","91.3527471","58872","37844","97484","0.603914489","0.388207296","159923","61173"
"Florida","12113","Santa Rosa County","63.4741168","82.813568","77385","27612","106928","0.723711282","0.258229837","184313","66139"
"Idaho","16055","Kootenai County","56.4194984","72.6403312","62837","24312","89878","0.699136607","0.270500011","165697","62764"
"Idaho","16083","Twin Falls County","60.4313126","72.8510637","25897","9391","36680","0.706025082","0.256025082","86878","56141"
"Illinois","17197","Will County","69.8142893","93.9182845","155116","183915","346266","0.447967747","0.531137911","690743","90249"
"Louisiana","22103","St. Tammany Parish","70.7267349","93.4267101","99666","37746","140110","0.711341089","0.269402612","260419","71526"
"Maryland","24045","Wicomico County","65.0712224","93.7918428","22944","22054","46216","0.496451445","0.477194045","103609","54351"
"Michigan","26159","Van Buren County","64.8892502","87.1375656","21591","16803","39066","0.55268008","0.430118261","75677","58733"
"Minnesota","27123","Ramsey County","82.6922135","96.2637479","77376","211620","295977","0.261425719","0.714987989","550321","68652"
"Missouri","29097","Jasper County","69.9308892","71.8865609","37728","13549","52352","0.720660147","0.258805776","121328","46021"
"New Jersey","34005","Burlington County","71.8002038","95.2338122","103345","154595","262650","0.393470398","0.588596992","445349","88443"
"New Jersey","34039","Union County","81.0909041","97.4116799","80002","170245","254041","0.314917671","0.670147732","556341","79953"
"New York","36007","Broome County","72.8953827","94.1996803","43800","47010","92794","0.472013277","0.506606031","190488","52179"
"New York","36059","Nassau County","74.6229658","96.4910285","326716","396504","732756","0.445872842","0.541113276","1356924","117767"
"New York","36117","Wayne County","67.0935128","93.2642898","26204","17456","44714","0.586035694","0.390392271","89918","61989"
"Ohio","39057","Greene County","78.3568227","96.7060682","52072","34798","88643","0.587434992","0.392563429","168937","69709"
"Ohio","39169","Wayne County","61.0182323","85.6509727","36759","16660","54283","0.677173332","0.306910082","115710","58747"
"Oklahoma","40027","Cleveland County","69.8683051","84.2790491","66677","49827","119778","0.556671509","0.41599459","284014","64706"
"Pennsylvania","42003","Allegheny County","84.7222224","96.1000526","282913","430759","724800","0.390332506","0.594314294","1216045","64799"
"Pennsylvania","42029","Chester County","80.0238794","95.1105952","128565","182372","315753","0.407169528","0.577578044","524989","102233"
"South Carolina","45079","Richland County","64.6101122","95.541054","58313","132570","193822","0.30085852","0.683978083","415759","52905"
"Texas","48157","Fort Bend County","74.3342873","92.6828421","157718","195552","357514","0.441151955","0.546977181","811688","101361"
"Texas","48183","Gregg County","52.8091635","82.1334523","32493","14796","47982","0.677191447","0.308365637","123945","53137"
"Texas","48215","Hidalgo County","70.939877","97.1932836","90527","128199","220884","0.409839554","0.580390612","868707","41656"
"Vermont","50021","Rutland County","78.6846857","94.4412979","14672","18230","33970","0.431910509","0.536649985","58191","51903"
"Alabama","1097","Mobile County","56.3649238","86.5651594","101243","79474","183164","0.552745081","0.433895307","413210","49492"
"Arkansas","5007","Benton County","69.3683457","89.9846529","73965","42249","119912","0.61682734","0.352333378","279141","70775"
"Arkansas","5125","Saline County","67.9297035","86.8143906","39556","16060","56959","0.694464439","0.281957197","122437","66944"
"Colorado","8059","Jefferson County","82.3674294","97.1377898","148417","218396","377357","0.393306604","0.578751686","582881","89696"
"Colorado","8123","Weld County","64.3418562","86.4377084","96145","66060","166968","0.575828901","0.395644674","324492","78160"
"Connecticut","9007","Middlesex County","83.8137819","98.2339356","40665","56848","99203","0.409917039","0.573047186","162436","81721"
"Connecticut","9009","New Haven County","76.5833078","96.5052607","169892","242629","417980","0.406459639","0.580479927","854757","69687"
"Florida","12001","Alachua County","81.6171381","91.3168188","50972","89704","142604","0.357437379","0.629042664","269043","49880"
"Hawaii","15001","Hawaii County","69.881878","94.9204104","26897","58731","87814","0.306295124","0.668811351","201513","64929"
"Illinois","17111","McHenry County","77.2797809","95.3592325","82260","78154","164578","0.499823792","0.474875135","307774","89379"
"Iowa","19163","Scott County","72.2273332","87.2317207","43683","46926","92599","0.471743755","0.506765732","172943","65724"
"Louisiana","22019","Calcasieu Parish","55.3814214","80.2320863","55066","25982","82663","0.666150515","0.314312328","203436","53050"
"Louisiana","22073","Ouachita Parish","51.6977564","87.6871611","42255","25913","69166","0.610921551","0.374649394","153279","43235"
"Louisiana","22079","Rapides Parish","53.4074163","83.6812422","38347","19475","58865","0.651439735","0.330841757","129648","49687"
"Maryland","24021","Frederick County","79.9164108","94.9999785","63682","77675","145615","0.437331319","0.533427188","259547","102951"
"Massachusetts","25023","Plymouth County","81.2496078","93.6286759","121227","173630","301816","0.401658626","0.575284279","521202","90584"
"Michigan","26021","Berrien County","70.2507128","84.1078714","43519","37438","82391","0.528200896","0.454394291","153401","50659"
"Michigan","26125","Oakland County","80.5468598","94.9791549","325971","434148","770351","0.423146072","0.563571671","1257584","81257"
"Missouri","29099","Jefferson County","69.2824553","84.6904307","77046","37523","116688","0.66027355","0.321566913","225081","68779"
"New Jersey","34037","Sussex County","70.745466","91.272179","51698","34481","88352","0.585136726","0.390268472","140488","100281"
"New York","36005","Bronx County","67.3951924","97.7241142","67740","355374","425715","0.159120538","0.83476974","1418207","41470"
"New York","36065","Oneida County","69.4577267","98.0193164","57180","41567","100746","0.567565958","0.412592063","228671","56516"
"New York","36087","Rockland County","76.8096536","94.7329246","73186","75802","150369","0.486709362","0.504106565","325789","99831"
"New York","36089","St. Lawrence County","70.8720425","92.4860979","24608","19361","44907","0.54797693","0.431135458","107740","51742"
"New York","36091","Saratoga County","77.8929251","96.5579095","61305","68471","132655","0.46213863","0.516158456","229863","89071"
"New York","36119","Westchester County","78.2810514","97.3734359","144713","312371","462122","0.313148909","0.675949208","967506","101741"
"Pennsylvania","42001","Adams County","67.4137752","87.4662974","37523","18207","56714","0.661617943","0.321031844","103009","67706"
"Pennsylvania","42027","Centre County","76.8528601","91.7088953","36372","40055","77493","0.469358523","0.516885396","162385","61036"
"South Dakota","46103","Pennington County","62.7190196","73.3721603","35063","20606","57518","0.609600473","0.358253069","113775","58919"
"Tennessee","47187","Williamson County","79.2660435","91.1091506","86469","50161","139016","0.622007539","0.360828969","238412","119637"
"Texas","48135","Ector County","48.2422016","82.4074987","32697","11367","44581","0.733429039","0.254974092","166223","65564"
"Utah","49049","Utah County","66.0177264","90.4435317","192812","76033","284480","0.677769966","0.267270107","636235","79505"
"Virginia","51700","Newport News city","60.7604993","95.7545195","26377","53099","81203","0.3248279","0.653904412","179225","53022"
"Virginia","51810","Virginia Beach city","68.8205625","90.957435","105087","117393","227561","0.461797057","0.515874864","449974","78491"
"Alabama","1117","Shelby County","73.0298682","93.0839894","79700","33268","114950","0.693344933","0.289412788","217702","77801"
"California","6023","Humboldt County","74.7034468","94.9430896","21770","44768","68828","0.316295694","0.650432963","135558","51134"
"Florida","12031","Duval County","60.1369112","84.3948083","233762","252556","492820","0.474335457","0.512471085","957755","58339"
"Georgia","13089","DeKalb County","66.7906271","95.1720119","58377","308162","370746","0.157458206","0.831194403","759297","63606"
"Illinois","17161","Rock Island County","67.0909231","92.4468954","28603","36691","66817","0.42807968","0.549126719","141879","57772"
"Indiana","18063","Hendricks County","65.4262984","83.2480197","53802","32604","88505","0.607897859","0.368385967","170311","85827"
"Indiana","18097","Marion County","70.5905026","95.9208027","134175","247772","389619","0.344374889","0.635934079","964582","50707"
"Maine","23011","Kennebec County","75.6115004","94.523605","34721","34902","71858","0.483189067","0.485707924","122302","55358"
"Maryland","24025","Harford County","72.3983977","92.1945672","80930","63095","148186","0.546137962","0.425782463","255441","91492"
"Massachusetts","25013","Hampden County","73.0107987","95.2547044","87318","125948","218177","0.400216338","0.577274415","466372","59918"
"Michigan","26121","Muskegon County","62.2734249","90.3331597","45133","45643","92444","0.488219895","0.493736749","173566","50730"
"Michigan","26147","St. Clair County","61.5737489","85.2765469","59185","31363","92064","0.642868005","0.340665189","159128","60208"
"Minnesota","27109","Olmsted County","80.3913822","94.8415842","39692","49491","91385","0.434338239","0.541565903","158293","80631"
"New Mexico","35013","Doña Ana County","82.7101874","91.0842005","32802","47957","82641","0.396921625","0.580305175","218195","43618"
"New York","36001","Albany County","72.4022914","97.0856053","51081","99474","154101","0.331477408","0.64551171","305506","69408"
"New York","36027","Dutchess County","68.7972607","94.8691273","66872","81443","151122","0.442503408","0.538922195","294218","84564"
"North Carolina","37057","Davidson County","58.0495862","84.4406188","64658","22636","88514","0.730483313","0.255733556","167609","53924"
"Ohio","39085","Lake County","76.8975504","93.9383389","73278","55514","130509","0.561478519","0.4253653","230149","65040"
"Pennsylvania","42041","Cumberland County","68.247078","89.4291466","77212","62245","141595","0.545301741","0.439598856","253370","75269"
"South Carolina","45073","Oconee County","69.2501698","89.2904026","29698","10414","40668","0.730254746","0.256073571","79546","52240"
"South Dakota","46099","Minnehaha County","73.8251712","84.9535829","49249","40482","92326","0.533425037","0.438468037","193134","63162"
"Tennessee","47113","Madison County","70.7915414","94.8171083","23943","18390","42950","0.557462165","0.428172293","97984","50401"
"Texas","48375","Potter County","72.4404049","88.8816939","22820","9921","33321","0.684853396","0.297740164","117415","41138"
"Texas","48381","Randall County","65.8998479","84.5711095","50796","12802","64674","0.785416087","0.197946625","137713","70694"
"Texas","48441","Taylor County","67.7353634","86.518534","39547","14588","55112","0.71757512","0.264697344","138034","54465"
"Texas","48453","Travis County","81.5032664","96.4404961","161337","435860","610349","0.264335651","0.714116022","1273954","80690"
"Texas","48479","Webb County","73.5284341","98.6610314","25898","41820","68397","0.378642338","0.611430326","276652","52576"
"Washington","53067","Thurston County","78.8363808","94.4709435","65277","96608","168134","0.388243901","0.574589316","290536","77890"
"West Virginia","54003","Berkeley County","64.2044449","83.9480852","33279","17186","51535","0.645755312","0.3334821","119171","63012"
"California","6019","Fresno County","72.0167528","92.8237123","164464","193025","364809","0.450822211","0.529112494","999101","56926"
"California","6031","Kings County","59.3378967","93.2231934","24072","18699","43858","0.548862237","0.426353231","152940","57297"
"Florida","12011","Broward County","74.1828171","94.4445993","333409","618752","957672","0.348145294","0.646100126","1952778","61429"
"Florida","12035","Flagler County","65.7596906","77.0332174","43043","28161","71716","0.600186848","0.39267388","115081","62831"
"Florida","12083","Marion County","67.3807956","85.258212","127826","74858","204376","0.625445258","0.366275884","365579","49079"
"Hawaii","15009","Maui County","81.0071093","94.4436473","22126","47305","71044","0.311440797","0.665854963","167417","77375"
"Illinois","17093","Kendall County","78.612671","96.5854785","29492","33168","64205","0.459341173","0.516595281","128990","105586"
"Indiana","18019","Clark County","72.2365082","93.8599976","33668","23093","57869","0.581796817","0.39905649","118302","59441"
"Iowa","19103","Johnson County","88.5326278","95.2333869","22925","59177","83851","0.273401629","0.705739943","151140","67295"
"Louisiana","22015","Bossier Parish","54.1886231","80.6647936","38074","15662","54655","0.69662428","0.286561156","127039","54080"
"Maryland","24013","Carroll County","69.9600825","92.7573912","60218","36456","100327","0.600217289","0.363371774","168447","101810"
"Mississippi","28049","Hinds County","67.7976784","94.7754003","25141","73550","100191","0.250930722","0.734097873","231840","44773"
"Missouri","29047","Clay County","72.5130185","92.1450415","64605","59400","126569","0.510433044","0.469309231","249948","70705"
"Montana","30029","Flathead County","67.068957","80.9209816","38321","20274","60258","0.635948754","0.336453251","103806","61334"
"New York","36083","Rensselaer County","76.8511508","87.5274809","36500","40969","79409","0.459645632","0.515923888","158714","70688"
"Ohio","39093","Lorain County","71.0338903","93.504481","79520","75667","157437","0.505090925","0.480617644","309833","59201"
"Oklahoma","40119","Payne County","68.0721895","77.3094059","17813","10904","29643","0.600917586","0.36784401","81784","43025"
"Pennsylvania","42007","Beaver County","56.5094441","86.7434858","54759","38122","94122","0.581787467","0.405027517","163929","60323"
"Pennsylvania","42019","Butler County","74.4965046","89.1985858","74359","37508","113305","0.656272892","0.3310357","187853","72576"
"South Carolina","45013","Beaufort County","75.2973382","89.755198","53194","43419","97835","0.543711351","0.443798232","192122","73890"
"Tennessee","47001","Anderson County","67.7890568","84.5192408","23184","11741","35570","0.651785212","0.330081529","76978","50973"
"Texas","48029","Bexar County","71.5642397","95.9756331","308618","448452","768952","0.401348849","0.583198951","2003554","58956"
"Virginia","51095","James City County","83.0144234","97.6776151","23153","25553","49622","0.466587401","0.514953045","76523","92773"
"Washington","53011","Clark County","81.4875629","95.8996386","126303","140324","275403","0.458611562","0.509522409","488241","80407"
"Washington","53063","Spokane County","77.4236978","93.9158205","148576","135765","295430","0.502914396","0.459550486","522798","59976"
"Alabama","1073","Jefferson County","69.0877206","94.1623875","138843","181688","325848","0.426097444","0.557585132","658573","54127"
"California","6061","Placer County","73.0233056","90.5394557","122488","106869","235017","0.521187829","0.454728807","398329","97688"
"California","6087","Santa Cruz County","85.0984742","97.3673808","26937","114246","144796","0.186034145","0.789013509","273213","85770"
"California","6099","Stanislaus County","67.8771309","91.4940876","104145","105841","214876","0.484674882","0.492567807","550660","62761"
"California","6113","Yolo County","83.461518","95.8745654","27292","67598","97264","0.280597138","0.694995065","220500","70951"
"Illinois","17113","McLean County","70.1786809","92.7527849","40502","43933","87389","0.463467942","0.502729176","171517","69230"
"Indiana","18127","Porter County","72.8127635","89.2919889","45008","39746","86509","0.520269567","0.459443526","170389","74064"
"Massachusetts","25025","Suffolk County","84.2959636","97.7042159","58613","270522","335462","0.174723218","0.806416226","803907","75843"
"Michigan","26065","Ingham County","75.2248751","93.1492625","47639","94212","144550","0.329567624","0.651760636","292406","54704"
"Michigan","26091","Lenawee County","62.0620203","89.3615144","31541","20918","53375","0.590932084","0.391906323","98451","55466"
"Minnesota","27037","Dakota County","83.6681038","97.1589047","109638","146155","262259","0.418052383","0.5572926","429021","89075"
"Minnesota","27053","Hennepin County","86.32191","96.7471221","205973","532623","755969","0.272462231","0.704556668","1265843","82323"
"Mississippi","28033","DeSoto County","62.1192358","85.9627707","46462","28265","76248","0.609353688","0.370698248","184945","67450"
"New Mexico","35001","Bernalillo County","81.0145745","96.1587215","116135","193757","317590","0.365675871","0.61008533","679121","56148"
"New York","36013","Chautauqua County","62.6106615","92.4907997","34853","23087","59304","0.587700661","0.389299204","126903","50143"
"North Carolina","37027","Caldwell County","52.6281872","86.8200614","32119","10245","42829","0.749935791","0.239207079","82178","48512"
"North Carolina","37071","Gaston County","57.7001846","90.9138897","73033","40959","115498","0.632331296","0.354629517","224529","56542"
"North Carolina","37097","Iredell County","61.5752971","91.0774033","67010","33888","102371","0.65457991","0.331031249","181806","68308"
"Oregon","41039","Lane County","80.3509671","94.861301","80336","134366","222253","0.361461938","0.604563268","382067","57212"
"Pennsylvania","42079","Luzerne County","69.157004","93.270004","86929","64873","153321","0.566973865","0.423118816","317417","53439"
"South Carolina","45035","Dorchester County","60.7878798","88.6090568","41913","33824","77278","0.542366521","0.437692487","162809","68051"
"Tennessee","47125","Montgomery County","63.6425796","90.9762939","42187","32472","76758","0.549610464","0.423043852","208993","57606"
"Tennessee","47157","Shelby County","61.6057949","95.8309394","129815","246105","382055","0.339780922","0.644161181","937166","52659"
"Texas","48027","Bell County","59.1141215","91.0864912","67893","57014","127375","0.533016683","0.447607458","362924","54831"
"Texas","48085","Collin County","79.1644595","93.874485","252318","230945","492216","0.512616412","0.469194419","1034730","96847"
"Texas","48139","Ellis County","67.8470798","92.4161961","56717","27565","85493","0.66341104","0.322424058","184826","78341"
"Texas","48209","Hays County","77.6545112","96.55371","47680","59524","109357","0.436003182","0.544309006","230191","72890"
"Virginia","51510","Alexandria city","87.5371151","98.4068343","14544","66240","82508","0.176273816","0.802831241","159428","102589"
"Wisconsin","55073","Marathon County","66.513475","81.6989827","44624","30808","76751","0.58141262","0.401401936","135692","66092"
"Alabama","1103","Morgan County","62.2019206","92.952503","39664","13234","53722","0.738319497","0.246342281","119679","54355"
"California","6059","Orange County","80.1654902","94.2764448","676498","814009","1521725","0.444559957","0.534925167","3175692","95761"
"California","6095","Solano County","76.280953","94.7121671","69306","131639","205831","0.336713129","0.63954895","447643","85704"
"Florida","12091","Okaloosa County","58.084937","75.7041682","79798","34248","116373","0.685708884","0.294295068","210738","63520"
"Florida","12119","Sumter County","71.5294331","81.9099741","62761","29341","92485","0.678607342","0.317251446","132420","63464"
"Georgia","13057","Cherokee County","74.2611655","90.3133935","99585","42779","144815","0.687670476","0.295404482","258773","88635"
"Idaho","16027","Canyon County","61.0727118","76.7205688","61759","25881","90438","0.682887724","0.286173953","229849","58670"
"Illinois","17163","St. Clair County","68.0646752","94.8825251","57150","68325","128104","0.446121901","0.533355711","259686","57726"
"Indiana","18003","Allen County","73.5081655","91.3312607","92083","73189","169082","0.544605576","0.432860979","379299","56838"
"Indiana","18141","St. Joseph County","60.638865","88.2319439","53164","59896","115238","0.461340877","0.519759107","271826","53881"
"Michigan","26017","Bay County","75.5512337","92.5475537","33125","26151","60255","0.549746909","0.434005477","103126","50130"
"Michigan","26045","Eaton County","60.4231306","88.1024653","31798","31299","64327","0.494318093","0.486560853","110268","65891"
"Mississippi","28121","Rankin County","69.6585455","85.6261309","50895","18847","70655","0.720331187","0.266746869","155271","67284"
"North Carolina","37089","Henderson County","68.8608686","90.9272052","40032","27211","68371","0.585511401","0.397990376","117417","61651"
"Ohio","39025","Clermont County","65.9439292","93.9479441","74570","34092","110480","0.674963794","0.308580739","206428","68724"
"Ohio","39029","Columbiana County","62.3358256","91.6450362","35726","13359","49860","0.716526274","0.267930205","101883","52693"
"Ohio","39089","Licking County","51.9251527","89.1153205","59514","33055","94210","0.631716378","0.350865089","176862","66321"
"Ohio","39173","Wood County","68.9871591","92.690189","35757","30617","67597","0.528973179","0.452934302","130817","64723"
"Oregon","41005","Clackamas County","79.4659476","93.7764732","110509","139043","257679","0.428863043","0.539597717","418187","80539"
"Oregon","41029","Jackson County","67.1156979","94.6480202","63869","59478","127165","0.502252978","0.467723037","220944","56367"
"Pennsylvania","42055","Franklin County","56.9354759","88.0249548","57245","22422","80783","0.708626815","0.277558397","155027","62699"
"Pennsylvania","42107","Schuylkill County","63.200919","83.6956793","48871","20727","70603","0.692194383","0.293571095","141359","55951"
"Rhode Island","44003","Kent County","77.8486075","94.015745","42001","49113","93093","0.451172483","0.527569205","164292","74230"
"Tennessee","47155","Sevier County","63.1254313","90.436308","33783","8721","43535","0.775996325","0.20032158","98250","54476"
"Texas","48439","Tarrant County","70.6680216","93.4978213","409741","411567","834697","0.490885914","0.493073534","2102515","70130"
"Texas","48491","Williamson County","75.0540564","90.5495848","139729","143795","289312","0.482969942","0.497023974","590551","92661"
"Alabama","1003","Baldwin County","64.1482129","86.4400927","83544","24578","109679","0.761713728","0.2240903","223234","59871"
"Arizona","4021","Pinal County","59.4502784","85.7968231","107077","75106","185037","0.578678859","0.405897199","462789","62067"
"Florida","12019","Clay County","58.070013","78.8286815","84480","38317","124405","0.679072385","0.30800209","219252","75776"
